url,srnummer,erlasstitel,erlasstitel_kurz,section_title,section_href,article_title,article_href,article_text
https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de,922.32,Verordnung über die Wasser- und Zugvogelreservate von internationaler und nationaler Bedeutung,(WZVV),3. Abschnitt: Wildschaden,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#sec_3,Art. 10,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#art_10,"Art. 1030 Hegeabschüsse und Massnahmen gegen nicht einheimische Tiere 1
Die Reservatsaufseher der Wasser- und Zugvogelreservate können kranke oder verletzte Tiere jederzeit erlegen, wenn dies zur Verhinderung der Ausbreitung von Krankheiten oder aus Tierschutzgründen notwendig ist.1bis
Sie treffen die Massnahmen nach Artikel 8bis Absatz 5 der Jagdverordnung vom 29. Februar 198831 gegen nicht einheimische Tiere.2
Sie melden solche Abschüsse und Massnahmen umgehend der kantonalen Fachstelle.30 Fassung gemäss Ziff. I der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015 (AS 2015 2209).31 SR 922.01"
https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de,922.32,Verordnung über die Wasser- und Zugvogelreservate von internationaler und nationaler Bedeutung,(WZVV),3. Abschnitt: Wildschaden,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#sec_3,Art. 10a,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#art_10_a,"Art. 10a32 Berichterstattung Die Kantone erstatten dem BAFU jährlich über die nach den Artikeln 8–10 getroffenen Massnahmen Bericht.32 Eingefügt durch Ziff. I der V vom 24. Juni 2015, in Kraft seit 15. Juli 2015 (AS 2015 2179)."
https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de,922.32,Verordnung über die Wasser- und Zugvogelreservate von internationaler und nationaler Bedeutung,(WZVV),4. Abschnitt: Reservatsaufseher,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#sec_4,Art. 11  Stellung und Wahl,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#art_11,"Art. 11  Stellung und Wahl 1
Die Kantone bezeichnen für jedes Wasser- und Zugvogelreservat einen oder mehrere Reservatsaufseher. Sie statten diese mit den Rechten der gerichtlichen Polizei gemäss Artikel 26 des Jagdgesetzes aus.2
Die Reservatsaufseher der Wasser- und Zugvogelreservate gehören zum kantonalen Personal.333
Sie unterstehen der kantonalen Fachstelle.4
Die Anstellung erfolgt durch den Kanton. Das BAFU ist vorher anzuhören.345
Liegen Wasser- und Zugvogelreservate in der Nähe der Landesgrenzen, sind auch die Grenzwächter mit den Aufgaben der Jagdpolizei zu betrauen.33 Fassung gemäss Ziff. I der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015 (AS 2015 2209).34 Fassung gemäss Ziff. I der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015 (AS 2015 2209)."
https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de,922.32,Verordnung über die Wasser- und Zugvogelreservate von internationaler und nationaler Bedeutung,(WZVV),4. Abschnitt: Reservatsaufseher,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#sec_4,Art. 12  Aufgaben,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#art_12,"Art. 12  Aufgaben 1
Die kantonale Fachstelle weist den Reservatsaufsehern folgende Aufgaben zu:a. Vollzug der jagdpolizeilichen Aufgaben gemäss Jagdgesetz;b. Erhebung und Überwachung der Bestände wildlebender Tiere im Reservat;c. Mitarbeit bei der Planung, der Pflege und dem Unterhalt besonderer Lebensräume;d. Kennzeichnung und Markierung der Reservate im Gelände;e.35 Information, Lenkung und Beaufsichtigung von Besucherinnen und Besuchern des Reservats;f. Mitarbeit bei der Planung von Massnahmen zur Verhütung von Wildschäden sowie Durchführung dieser Massnahmen;fbis.36 Koordination und Überwachung besonderer Massnahmen zur Regulierung jagdbarer Tierarten (Art. 9);g. Organisation und Durchführung der Nachsuche verletzter Tiere im Reservat;h. Kontaktpflege, Information und Zusammenarbeit mit Vertretern der Gemeinden, der Land- und Forstwirtschaft, des Natur- und Landschaftsschutzes und der Jagd;i. Vertretung der Interessen des Artenschutzes bei kommunalen und regionalen Richt- und Nutzungsplanungen, soweit sie das Reservat betreffen;k. Kontaktnahme mit den regionalen Dienststellen für die Belegung von Waffen- und Schiessplätzen, soweit das Reservat betroffen ist, und Beratung von Truppenkommandanten vor Ort;l.37 Unterstützung von und Mitarbeit bei wissenschaftlichen Untersuchungen im Einvernehmen mit der kantonalen Fachstelle.2
Die kantonale Fachstelle kann den Reservatsaufsehern von sich aus oder auf Antrag des BAFU weitere Aufgaben zuweisen. Sie kann für die Aufsicht der Reservate weitere Fachpersonen beiziehen.383
Die Reservatsaufseher führen Diensttagebücher über die geleisteten Arbeiten.4
Über die Erfüllung dieser Aufgaben ist dem BAFU jährlich Bericht zu erstatten.35 Fassung gemäss Ziff. I der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015 (AS 2015 2209).36 Eingefügt durch Ziff. I der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015 (AS 2015 2209).37 Fassung gemäss Ziff. I der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015 (AS 2015 2209).38 Fassung gemäss Ziff. I der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015 (AS 2015 2209)."
https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de,922.32,Verordnung über die Wasser- und Zugvogelreservate von internationaler und nationaler Bedeutung,(WZVV),4. Abschnitt: Reservatsaufseher,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#sec_4,Art. 13  Ausbildung,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#art_13,"Art. 13  Ausbildung 1
Die Kantone sorgen für die Grundausbildung der Reservatsaufseher.2
Das BAFU führt für die besondern Belange der Wasser- und Zugvogelreservate Weiterbildungskurse durch."
https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de,922.32,Verordnung über die Wasser- und Zugvogelreservate von internationaler und nationaler Bedeutung,(WZVV),5. Abschnitt:39 Abgeltungen,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#sec_5,Art. 14  Aufsicht,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#art_14,"Art. 14  Aufsicht 1
Die Höhe der globalen Abgeltungen an die Kosten für die Aufsicht in den Wasser- und Zugvogelreservaten wird zwischen dem BAFU und dem betroffenen Kanton ausgehandelt. Sie richtet sich nach:a. der internationalen oder nationalen Bedeutung der Reservate;b. den Kosten der Grundausbildung und der Ausrüstung sowie der zeitweiligen Verstärkung oder Aushilfe für die Reservatsaufseher;c. der notwendigen Infrastruktur für die Aufsicht und Markierung der Reservate im Gelände;d. den unter Beteiligung des BAFU erarbeiteten Nutzungskonzepten zur Vermeidung von erheblicher Störung.2
Der Grundbeitrag beträgt pro Jahr:a. für alle Reservate von internationaler Bedeutung: 28
000 Franken;b. für alle Reservate von nationaler Bedeutung: 14
000 Franken."
https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de,922.32,Verordnung über die Wasser- und Zugvogelreservate von internationaler und nationaler Bedeutung,(WZVV),5. Abschnitt:39 Abgeltungen,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#sec_5,Art. 15  Wildschäden,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#art_15,"Art. 15  Wildschäden 1
Globale Abgeltungen werden gewährt an die Kosten für:a. die Entschädigung von Wildschäden, die in einem Wasservogelreservat oder innerhalb eines gemäss Artikel 2 Absatz 2 bezeichneten Wildschadenperimeters entstanden sind;b. die Verhütung solcher Schäden.2
Die Höhe der Abgeltungen richtet sich:a. nach der internationalen oder nationalen Bedeutung der Reservate;b. ausnahmsweise nach dem Umfang von überdurchschnittlich hohen Schäden.3
Sie wird zwischen dem BAFU und dem betroffenen Kanton ausgehandelt.4
Werden trotz ihrer Erforderlichkeit und Zweckmässigkeit keine Massnahmen nach Artikel 8 oder 9 getroffen, so können die Abgeltungen verweigert oder zurückgefordert werden.4040 Fassung gemäss Ziff. I der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015 (AS 2015 2209)."
https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de,922.32,Verordnung über die Wasser- und Zugvogelreservate von internationaler und nationaler Bedeutung,(WZVV),5. Abschnitt:39 Abgeltungen,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#sec_5,Art. 16,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#art_16,Art. 16Aufgehoben
https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de,922.32,Verordnung über die Wasser- und Zugvogelreservate von internationaler und nationaler Bedeutung,(WZVV),5. Abschnitt:39 Abgeltungen,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#sec_5,Art. 16a Zuständigkeit und Verfahren,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#art_16_a,"Art.
16a Zuständigkeit und Verfahren 1
Das BAFU schliesst die Programmvereinbarungen mit der zuständigen kantonalen Behörde ab.2
Es erlässt Richtlinien über das Vorgehen bei Programmvereinbarungen sowie über die Angaben und Unterlagen zu den Gegenständen der Programmvereinbarung.3
Für die Auszahlung, die Berichterstattung und Kontrolle sowie die mangelhafte Erfüllung der Pflicht zur Berichterstattung und zur Leistungserbringung gelten die Artikel 10–11 der Verordnung vom 16. Januar 199141 über den Natur- und Heimatschutz sinngemäss.41 SR 451.1"
https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de,922.32,Verordnung über die Wasser- und Zugvogelreservate von internationaler und nationaler Bedeutung,(WZVV),6. Abschnitt: Inkrafttreten,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#sec_6,Art. 17,https://www.fedlex.admin.ch/eli/cc/1991/298_298_298/de#art_17,Art. 17Diese Verordnung tritt am 1. Februar 1991 in Kraft.
